Movie,Distributor,Genre,RunTime,MPAA,Budget,ForeignSale
Hot Pursuit,Warner Bros.,Comedy,87,PG-13,35000000,17100000
Concussion (2015),Sony / Columbia,Drama,123,PG-13,35000000,14081098
The DUFF,Lionsgate,Comedy,101,PG-13,,9498291
Woman in Gold,Weinstein Company,Drama,109,PG-13,11000000,28311980
The Second Best Exotic Marigold Hotel,Fox Searchlight,Comedy / Drama,122,PG,10000000,52900000
Unfriended,Universal,Horror,83,R,1000000,31574553
Entourage,Warner Bros.,Comedy,104,R,30000000,16900000
Paper Towns,Fox,Drama,109,PG-13,12000000,53511996
Chappie,Sony / Columbia,Sci-Fi Action,120,R,49000000,70500000
Crimson Peak,Universal,Horror,119,R,55000000,43589502
A Walk in the Woods,Broad Green Pictures,Comedy,104,R,,6486806
Point Break (2015),Warner Bros.,Action,113,PG-13,105000000,28782481
Sinister 2,Focus Features,Horror,97,R,10000000,25141063
The Last Witch Hunter,Lionsgate/Summit,Action Fantasy,106,PG-13,90000000,113028990
No Escape,Weinstein Company,Action,101,R,,27130000
Ricki and the Flash,TriStar,Comedy / Drama,101,PG-13,18000000,14503184
The Woman in Black 2:Angel of Death,Relativity,Horror,98,PG-13,,22352982
Run All Night,Warner Bros.,Action,114,R,50000000,45200000
Love the Coopers,Lionsgate,Comedy,107,PG-13,17000000,16124181
The Lazarus Effect,Relativity,Horror,83,PG-13,,12550307
Ex Machina,A24,Sci-Fi Thriller,110,R,15000000,11426456
In the Heart of the Sea,Warner Bros.,Drama,121,PG-13,100000000,68900000
The Gallows,Warner Bros.,Horror,81,R,100000,20200000
Hitman:Agent 47,Fox,Action / Adventure,96,R,35000000,59880206
Project Almanac,Paramount,Sci-Fi,106,PG-13,12000000,10865000
Black or White,Relativity,Drama,121,PG-13,9000000,
Aloha,Sony / Columbia,Comedy / Drama,105,PG-13,37000000,5182904
The Secret in their Eyes (2015),STX Entertainment,Thriller,111,PG-13,,12009572
Shaun the Sheep Movie,Lionsgate,Animation,85,PG,,19375982
Still Alice,Sony Classics,Drama,101,PG-13,5000000,25130281
Paranormal Activity:The Ghost Dimension,Paramount,Horror,95,R,10000000,59799429
Steve Jobs,Universal,Drama,122,R,30000000,16675215
Mr. Holmes,Roadside Attractions,Crime Drama,103,PG,,11617557
Dope,Open Road Films,Comedy / Drama,115,R,7000000,480311
Seventh Son,Universal,Fantasy,102,PG-13,95000000,96955348
Monkey Kingdom,Buena Vista,Documentary,81,G,,711000
The Transporter Refueled,EuropaCorp,Action,96,PG-13,,56600000
Room,A24,Drama,118,R,,20724104
It Follows,Radius-TWC,Horror,97,R,,
American Ultra,Lionsgate,Action Comedy,96,R,28000000,12698539
Woodlawn,Pure Flix,Drama,123,PG,,
Burnt,Weinstein Company,Comedy,100,R,20000000,22954797
Do You Believe?,Pure Flix,Drama,120,PG-13,,
Carol,Weinstein Company,Drama,118,R,,12711491
Love & Mercy,Roadside Attractions,Music Drama,121,PG-13,,16090745
Strange Magic,Buena Vista,Animation,99,PG,,1173870
Hot Tub Time Machine 2,Paramount,Comedy,93,R,14000000,767000
Self/Less,Focus Features,Sci-Fi Thriller,117,PG-13,26000000,18243535
Far from the Madding Crowd,Fox Searchlight,Drama,119,PG-13,,17993477
The 33,Warner Bros.,Drama,120,PG-13,,12675001
The Danish Girl,Focus Features,Drama,120,R,,53077505
The Gunman,Open Road Films,Thriller,115,R,40000000,13512388
Unfinished Business,Fox,Comedy,91,R,35000000,4211752
The Walk,TriStar,Adventure,123,PG,35000000,51044440
The Lady in the Van,Sony Classics,Drama,104,PG-13,,10021175
Un Gallo con Muchos Huevos,Lionsgate,Animation,98,PG-13,,
Amy,A24,Documentary,128,R,,
Bajrangi Bhaijaan,Eros,Drama,163,Unrated,,
Dragon Ball Z:Resurrection 'F',FUNimation Films,Animation,105,Unrated,,53759827
Blackhat,Universal,Thriller,135,R,70000000,11646077
Trumbo (2015),Bleecker Street,Drama,124,R,,377920
Mortdecai,Lionsgate,Action Comedy,106,R,60000000,39579561
While We're Young,A24,Comedy / Drama,94,R,,9699824
I'll See You In My Dreams,Bleecker Street,Comedy / Drama,92,PG-13,,
The Green Inferno,High Top Releasing,Horror,100,R,5000000,
Our Brand Is Crisis (2015),Warner Bros.,Comedy / Drama,108,R,28000000,
Grandma (2015),Sony Classics,Comedy,78,R,600000,106928
Me and Earl and the Dying Girl,Fox Searchlight,Drama,104,PG-13,8000000,2316333
Baahubali:The Beginning,Blue Sky Cinema,Action / Adventure,159,Unrated,,
Bajirao Mastani,Eros,Drama,150,Unrated,,
Little Boy,Open Road Films,Drama,106,PG-13,,6485961
The Loft,Open Road Films,Thriller,108,R,,4074106
Victor Frankenstein,Fox,Drama,109,PG-13,,28452222
Danny Collins,Bleecker Street,Comedy / Drama,106,R,10000000,
Dilwale,UTV Communications,Action Comedy,158,Unrated,,
90 Minutes in Heaven,Samuel Goldwyn,Drama,121,PG-13,5000000,
True Story,Fox Searchlight,Drama,99,R,,
Suffragette,Focus Features,Drama,106,PG-13,,4702420
Prem Ratan Dhan Payo,FIP,Musical,171,Unrated,,48192185
45 Years,IFC,Drama,95,R,,
The Water Diviner,Warner Bros.,War Drama,111,R,,11340000
Irrational Man,Sony Classics,Comedy,96,R,,23360724
Anomalisa,Paramount,Animation,90,R,8000000,
Scouts Guide to the Zombie Apocalypse,Paramount,Horror Comedy,93,R,15000000,3703046
A La Mala,Lionsgate,Foreign,99,PG-13,,
Spare Parts,Lionsgate,Family,83,PG-13,,
We Are Your Friends,Warner Bros.,Drama,96,R,,7530673
What We Do in the Shadows,Unison/Paladin,Comedy,86,R,,2794000
Learning to Drive,Broad Green Pictures,Comedy,89,R,,
Phoenix (2015),IFC,Foreign,98,PG-13,,
Wild Tales,Sony Classics,Foreign,122,R,,23900000
Dil Dhadakne Do,Eros,Drama,170,Unrated,,
Ladrones,Lionsgate,Comedy,,PG-13,,
Tanu Weds Manu Returns,Eros,Romantic Comedy,128,Unrated,,
Rock The Kasbah,Open Road Films,Comedy / Drama,106,R,,
The End of the Tour,A24,Drama,106,R,,
Youth,Fox Searchlight,Drama,118,R,,
He Named Me Malala,Fox Searchlight,Documentary,87,PG-13,,97068
Chi-Raq,Roadside Attractions,Comedy / Drama,118,R,,
Captive (2015),Paramount,Thriller,97,PG-13,,218207
Truth,Sony Classics,Drama,121,R,,
Mistress America,Fox Searchlight,Comedy,86,R,,
Pawn Sacrifice,Bleecker Street,Drama,114,PG-13,,2908516
2015 Oscar Nominated Short Films,Shorts International,Unknown,,Unrated,,
Meru,Music Box Films,Documentary,87,R,,
WARx2,Strasson Group,Documentary,124,PG-13,,
My All American,Clarius Entertainment,Drama,118,PG,,
Jem and the Holograms,Universal,Musical,118,PG,5000000,149044
Tamasha,UTV Communications,Comedy / Drama,139,Unrated,,
Cake,Cinelou Films,Drama,102,R,,
Old Fashioned,Freestyle Releasing,Romance,115,PG-13,,
Assassination (2015),Well Go USA,Drama / Thriller,140,Unrated,,
Game of Thrones (IMAX),Warner Bros.,Fantasy,,R,,
Legend,Universal,Crime Drama,131,R,,1872994
Clouds of Sils Maria,IFC,Drama,120,R,,
Testament of Youth,Sony Classics,Drama,129,PG-13,,
Piku,Yash Raj,Comedy,123,Unrated,,
The Vatican Tapes,Lionsgate,Horror,91,PG-13,,
Son of Saul,Sony Classics,Drama,107,R,,
Meet the Patels,Alchemy,Comedy,88,PG,,
Back to the Future Day,Universal Home Entertainment,Action Comedy,,PG,,3200000
The Letters,Freestyle Releasing,Drama,119,PG,,
The Diary of a Teenage Girl,Sony Classics,Drama,102,R,,
I (2015),Aascar Film,Foreign,188,Unrated,,
Infinitely Polar Bear,Sony Classics,Comedy / Drama,90,R,,
Mr. Six,China Lion,Action,134,Unrated,,137775895
99 Homes,Broad Green Pictures,Thriller,112,R,8000000,
Welcome Back,Eros,Action Thriller,152,Unrated,,
The Cokeville Miracle,Excel,Drama,94,PG-13,,
The Salt of the Earth,Sony Classics,Documentary,110,PG-13,,
Iris (2015),Magnolia,Documentary,80,PG-13,,
Lost in Hong Kong,Well Go USA,Comedy,113,Unrated,,254981631
The Wolfpack,Magnolia,Documentary,80,R,,
Goodbye Mr. Loser,China Lion,Comedy,104,Unrated,,226829302
'71,Roadside Attractions,War Drama,99,R,,355000
Mojin:The Lost Legend,Well Go USA,Action / Adventure,127,Unrated,37000000,258124638
Beyond the Mask,Gathr Films,Action Drama,118,PG,,
Child 44,Lionsgate/Summit,Drama,137,R,,11726763
Veteran,CJ Entertainment,Action Comedy,123,Unrated,,
Goodnight Mommy,Radius-TWC,Horror Thriller,99,R,,
Black Sea,Focus Features,Thriller,115,R,,
Miss You Already,Roadside Attractions,Drama,112,PG-13,,
Where Hope Grows,Roadside Attractions,Drama,95,PG-13,,
Macbeth (2015),Weinstein Company,Drama,110,R,,15211360
The Overnight,The Orchard,Comedy,80,R,,
Timbuktu,Cohen Media Group,Foreign,97,PG-13,,
Dior and I,The Orchard,Documentary,90,Unrated,,
5 Flights Up,Focus Features,Drama,92,PG-13,,
Big Stone Gap,Picturehouse (II),Romantic Comedy,103,PG-13,,
Faith of Our Fathers,Pure Flix,Drama,95,PG-13,,
Gett:The Trial of Viviane Amsalem,Music Box Films,Foreign,115,Unrated,,
The 100-Year Old Man Who Climbed Out the Window and Disappeared,Music Box Films,Foreign,114,R,,50186000
Patterns of Evidence:The Exodus,Thinking Man Films,Documentary,115,Unrated,,
Boruto:Naruto the Movie,Eleven Arts,Animation,100,Unrated,,
Singh is Bling,Eros,Action Comedy,140,Unrated,,
Best of Enemies,Magnolia,Documentary,87,R,,
ABCD (Any Body Can Dance) 2,UTV Communications,Musical,154,Unrated,,
Mustang,Cohen Media Group,Drama,97,PG-13,,
Sleeping with Other People,IFC,Comedy,95,R,,2394685
The Wrecking Crew,Magnolia,Drama,101,PG,,
Labyrinth of Lies,Sony Classics,Foreign,124,R,,
Seymour:An Introduction,IFC,Documentary,81,PG,,
Once I Was a Beehive,Purdie Distribution,Comedy / Drama,119,PG,,
Cartel Land,The Orchard,Documentary,98,R,,421721
Tangerine,Magnolia,Comedy / Drama,88,R,,
The Himalayas,CJ Entertainment,Drama,125,Unrated,,49843280
Red Army,Sony Classics,Documentary,76,PG,,
The D Train,IFC,Comedy,101,R,,101629
The Stanford Prison Experiment,IFC,Thriller,122,R,,
The Assassin,Well Go USA,Action Drama,107,Unrated,,
"Kumiko, The Treasure Hunter",Amplify,Adventure Comedy,105,Unrated,,
Brothers:Blood Against Blood,FIP,Action Drama,156,Unrated,,17244164
Welcome to Me,Alchemy,Comedy / Drama,87,R,,
Detective Byomkesh Bakshy,Yash Raj,Thriller,135,Unrated,,
Freeheld,Lionsgate,Drama,103,PG-13,,
When Marnie Was There,GKIDS,Animation,103,PG,,561085
Jimmy's Hall,Sony Classics,Historical Drama,109,PG-13,,2606000
A Little Chaos,Focus Features,Drama,117,R,,9526450
Remember,Entertainment One,Drama / Thriller,95,R,,1184564
By the Sea,Universal,Drama,122,R,10000000,2796467
Gabbar is Back,Eros,Foreign,128,Unrated,,
The Last - Naruto the Movie,Eleven Arts,Animation,112,Unrated,,
Shaandaar,FIP,Romantic Comedy,144,Unrated,,7762198
Black Panthers:Vanguard of the Revolution,PBS Distribution,Documentary,113,Unrated,,67216
Deli Man,Cohen Media Group,Documentary,92,PG-13,,
Peggy Guggenheim Art Addict,Submarine Deluxe,Documentary,96,Unrated,,498428
Steve Jobs:The Man in the Machine,Magnolia,Documentary,128,R,,
Phantom (2015),UTV Communications,Action Drama,136,Unrated,,
Somewhere Only We Know,China Lion,Foreign,109,Unrated,,
Brotherly Love,Freestyle Releasing,Drama,89,R,,
About Elly,Cinema Guild,Drama,119,Unrated,,
Let's Get Married,China Lion,Foreign,127,Unrated,,
Bombay Velvet,FIP,Drama,149,Unrated,,
Attack on Titan:Part 1,FUNimation Films,Animation,90,Unrated,,
The Third Man (2015 re-release),Rialto,Drama / Thriller,104,Unrated,,
Felix and Meira,Oscilloscope Pictures,Foreign,105,R,,
Rosenwald,The Ciesla Foundation,Documentary,100,Unrated,,
Saint Laurent,Sony Classics,Foreign,150,R,,
Listen to Me Marlon,Showtime,Documentary,102,Unrated,,
Heart of a Dog,Abramorama,Documentary,75,Unrated,,
The Witness (Wo shi zheng ren),China Lion,Drama,112,Unrated,,418063
Janis:Little Girl Blue,FilmRise,Documentary,103,Unrated,,1220224
Unbranded,Gravitas Ventures,Documentary,106,PG-13,,
Badlapur,Eros,Foreign,128,Unrated,,
The Hunting Ground,Radius-TWC,Documentary,90,PG-13,,
The Apu Trilogy,Janus Films,Drama,,Unrated,,
Freetown,Purdie Distribution,Action,113,PG-13,,
Coming Home (2015),Sony Classics,Foreign,109,PG-13,,46400000
The Second Mother,Oscilloscope Pictures,Foreign,111,R,,
Kahlil Gibran's The Prophet (Gathr),Gathr Films,Animation,83,PG,,
Katti Batti,UTV Communications,Romantic Comedy,135,Unrated,,
Kahlil Gibran's The Prophet,GKIDS,Animation,83,PG,,
Effie Gray,Adopt Films,Drama,108,PG-13,,
Maps to the Stars,Focus Features,Drama,111,R,,987624
Noble,Aspiration Media,Drama,101,PG-13,,
Talvar,Reliance Films,Crime Thriller,132,Unrated,,
Northern Limit Line,Well Go USA,War Drama,130,Unrated,,
Ballet 422,Magnolia,Documentary,72,PG,,
Shamitabh,Eros,Foreign,155,Unrated,,
Jafar Panahi's Taxi,Kino Lorber,Drama,82,Unrated,,
Good Kill,IFC,Drama,102,R,,
David and Goliath,Ripple Effect Inc.,Thriller,92,PG,,
Running Man (2015),China Lion,Foreign,88,Unrated,,
Merchants of Doubt,Sony Classics,Documentary,96,PG-13,,
Attack on Titan:Part 2,FUNimation Films,Action Fantasy,,Unrated,,
NH10,Eros,Foreign,115,Unrated,,
The Man in 3B,Freestyle Releasing,Drama,93,R,,
Above and Beyond,International Film Circuit,Documentary,87,Unrated,,
Go Away Mr. Tumor,China Lion,Comedy,85,Unrated,,21500000
Theeb,Film Movement,Adventure,100,Unrated,,
White God,Magnolia,Foreign,119,R,,
A Borrowed Identity,Strand,Drama,104,Unrated,,
In the Name of my Daughter,Cohen Media Group,Foreign,116,R,,
Hitchcock/Truffaut,Cohen Media Group,Documentary,80,PG-13,,
Love (2015),Alchemy,Drama,135,Unrated,3000000,249083
Carter High,Play Now Enterprise,Drama,110,PG-13,,
Tevar,Eros,Foreign,157,Unrated,,
Hamari Adhuri Kahani,FIP,Drama,129,Unrated,,4190000
20 Once Again,CJ Entertainment,Foreign,131,Unrated,,
Slow West,A24,Action Thriller,84,R,,
The Taking of Tiger Mountain,Well Go USA,Foreign / Action,136,Unrated,,
A Royal Night Out,Atlas Distribution,Drama,97,PG-13,,
A Pigeon Sat on a Branch Reflecting on Existence,Magnolia,Comedy / Drama,101,PG-13,,
Pyaar Ka Punchnama 2,Reliance Films,Comedy,136,Unrated,,
Chocolate City,Freestyle Releasing,Drama,91,R,,
Fall in Love Like a Star,China Lion,Romance,98,Unrated,,
Wolf Totem,Sony / Columbia,Adventure,121,PG-13,,125588448
Dark Places,A24,Drama / Thriller,104,R,,
Heneral Luna,Abramorama,Action,118,R,,
Escobar:Paradise Lost,Radius-TWC,Romantic Thriller,120,R,,3562536
Gemma Bovery,Music Box Films,Comedy,99,R,,
The Connection,Drafthouse,Foreign,135,R,,
Love and Lost (Shi Gu),China Lion,Foreign,108,Unrated,,
Stonewall (2015),Roadside Attractions,Drama,129,R,,
Maggie,Roadside Attractions,Drama / Thriller,95,PG-13,,
Detective K:Secret of the Lost Island,CJ Entertainment,Foreign,,Unrated,,
The Priests,CJ Entertainment,Crime,108,Unrated,,
Lambert & Stamp,Sony Classics,Documentary,120,R,,
An Honest Liar,Abramorama,Documentary,92,Unrated,,
Serena,Magnolia,Drama,109,R,,4899231
The Young & Prodigious T.S. Spivet,Weinstein Company,Adventure,105,PG,,9321225
The Farewell Party,Samuel Goldwyn,Foreign,93,Unrated,,
All Things Must Pass,Gravitas Ventures,Documentary,97,Unrated,,
A Brilliant Young Mind,Samuel Goldwyn,Comedy / Drama,111,PG-13,,
Time Out of Mind,IFC,Drama,120,Unrated,,
Snow Girl and the Dark Crystal,Well Go USA,Foreign,118,Unrated,,
3 Hearts,Cohen Media Group,Foreign,106,PG-13,,
C'Est Si Bon,CJ Entertainment,Foreign,122,Unrated,,
The Last Women Standing,China Lion,Romantic Comedy,101,Unrated,,
5 to 7,IFC,Romance,95,R,,
After The Ball,Freestyle Releasing,Romantic Comedy,102,Unrated,,
Human Capital,Film Movement,Foreign,111,Unrated,,
Hell and Back,Freestyle Releasing,Animation,84,R,,
Experimenter,Magnolia,Drama,94,PG-13,,
Desert Dancer,Relativity,Drama,98,PG-13,,
"Buen Dia, Ramon",FIP,Foreign,120,PG-13,,4469655
Backstreet Boys:Show 'Em What You're Made Of,Gravitas Ventures,Documentary,101,Unrated,,
Samba,Broad Green Pictures,Foreign,118,R,,
The Tribe,Drafthouse,Foreign,132,Unrated,,
Forever Young (2015),China Lion,Romance,107,Unrated,,
The New Girlfriend,Cohen Media Group,Drama,108,R,,
The Last 5 Years,Radius-TWC,Musical,94,PG-13,,
Tangerines,Samuel Goldwyn,Foreign,86,Unrated,,
Yellow Day (2015),Providence Film Partners,Family,98,PG,,
Manglehorn,IFC,Drama,97,PG-13,,
Ingrid Bergman:In Her Own Words,Rialto,Documentary,114,Unrated,,
Twenty (2015),CJ Entertainment,Foreign,115,Unrated,,
La Sapienza,Kino Lorber,Drama,100,Unrated,,
Cop Car,Focus Features,Thriller,86,R,,
Don't Think I've Forgotten:Cambodia's Lost Rock and Roll,Argot Pictures,Documentary,106,Unrated,,
Devil and Angel (E Gun Tian Shi),China Lion,Comedy,125,Unrated,,98468884
Mississippi Grind,A24,Drama,108,R,,
Kung Fu Killer,Well Go USA,Foreign / Action,100,Unrated,,10002000
Boy and the World,GKIDS,Animation,80,PG,,
A Journey Through Time with Anthony,China Lion,Drama,122,Unrated,,
Boulevard,Starz Media,Drama,88,R,,
A Ballerina's Tale,IFC,Documentary,85,Unrated,,
Z for Zachariah,Roadside Attractions,Drama,98,PG-13,,
In Jackson Heights,Zipporah Films,Documentary,190,Unrated,,
Do I Sound Gay?,IFC,Documentary,77,Unrated,,
Digging for Fire,The Orchard,Drama,85,R,,
Love Live! The School Idol Movie,Azoland,Animation,99,Unrated,,
Road Hard,FilmBuff,Comedy,98,Unrated,,
She's Funny That Way,Lionsgate Premiere,Comedy,93,R,,
1915,Bloodvine Media,Drama,78,Unrated,,
Memories of the Sword,Well Go USA,Action,121,Unrated,,
Roar!,Drafthouse,Drama,102,PG,,
The Look of Silence,Drafthouse,Documentary,103,R,,
Adult Beginners,Radius-TWC,Comedy / Drama,90,R,,
The Beauty Inside,Well Go USA,Drama,127,Unrated,,
The Chronicles of Evil,CJ Entertainment,Crime Thriller,102,Unrated,,
Results,Magnolia,Comedy,104,R,,
Every Secret Thing,Starz Media,Drama,93,R,,
A LEGO Brickumentary,Radius-TWC,Documentary,94,G,,
Man From Reno,First Pond,Thriller,111,Unrated,,
James White,The Film Arcade,Drama,85,R,,
Ghost in the Shell:The New Movie,FUNimation Films,Animation,100,Unrated,,
Black Souls (Anime Nere),Alchemy,Crime Drama,103,Unrated,,
A Poem Is a Naked Person (2015 re-issue),Janus Films,Documentary,90,Unrated,,
Saving Mr. Wu,United Entertainment Partners,Action Thriller,105,Unrated,,
The Tales of Hoffmann (2015 re-issue),Rialto,Musical,138,Unrated,,
Christmas Eve,Amplify,Comedy,96,PG,,
Queen of Earth,IFC,Drama / Thriller,90,Unrated,,
Legends from the Sky,Holt Hamilton Films,Sci-Fi,85,Unrated,,
Beasts of No Nation,Bleecker Street,Drama,133,Unrated,,
Hero (2015),Eros,Action Drama,145,Unrated,,
Sunshine Superman,Magnolia,Documentary,100,PG,,
Tab Hunter Confidential,The Film Collaborative,Documentary,90,Unrated,,
Trace Amounts,Gathr Films,Documentary,97,Unrated,,
Heaven Knows What,Radius-TWC,Drama,94,R,,
Nasty Baby,The Orchard,Drama,100,R,,
Blackbird,Image Entertainment,Drama,99,R,,
Batkid Begins,Warner Bros.,Documentary,87,PG,,
Dragon Blade,Lionsgate Premiere,Action / Adventure,127,R,,121471635
The Wonders,Oscilloscope Pictures,Drama,107,Unrated,,
Freaks of Nature,Sony / Columbia,Comedy,92,R,,
Predestination,Vertical Entertainment,Sci-Fi Action,97,R,,
I Am Big Bird,Tribeca Film,Documentary,90,Unrated,,
The Messenger (2015),Kino Lorber,Documentary,89,Unknown,,
Turbo Kid,Epic Pictures,Action,94,Unrated,,
People Places Things,The Film Arcade,Comedy,85,R,,
Eden,Broad Green Pictures,Foreign,131,R,,
The Duke of Burgundy,IFC,Thriller,104,Unrated,,
The Office,China Lion,Musical,119,Unrated,,
Drunk Stoned Brilliant Dead:The Story of the National Lampoon,Magnolia,Documentary,98,Unrated,,
Flowers,Music Box Films,Drama,99,Unrated,,
Only You,TriStar,Romantic Comedy,109,PG,,
Dark Star:H.R. Giger's World,Icarus Films,Documentary,95,Unrated,,
Girlhood (2015),Strand,Foreign,112,Unrated,,
Jauja,Cinema Guild,Foreign,109,Unrated,,
Gueros,Kino Lorber,Comedy,106,Unrated,,
Cooties,Lionsgate Premiere,Action Comedy,88,R,,
I Smile Back,Broad Green Pictures,Drama,85,R,,
Rififi (2015 re-release),Rialto,Crime Drama,118,Unrated,,
Entertainment,Magnolia,Drama,110,R,,
The Search for General Tso,IFC,Documentary,73,Unrated,,
The Ark of Mr. Chow,China Lion,Comedy,106,Unrated,,
Beloved Sisters,Music Box Films,Foreign,171,Unrated,,2153000
Aloft,Sony Classics,Drama,112,R,,
The Quay Brothers in 35mm,Zeitgeist,Animation,70,Unrated,,
We Come As Friends,BBC Worldwide North America,Documentary,110,Unrated,,
The Yes Men Are Revolting,The Orchard,Documentary,91,Unrated,,
The Advocate:A Missing Body,CJ Entertainment,Crime,117,Unrated,,
Heist (2015),Lionsgate Premiere,Action Thriller,93,R,,
Spring (2015),Drafthouse,Horror Thriller,109,Unrated,,
Difret,Truth Aid,Drama,99,Unrated,,
Red Herring,Indican,Crime Drama,91,Unrated,,
The Seven Five,IFC,Documentary,103,R,,
Appropriate Behavior,Gravitas Ventures,Comedy,88,Unrated,,
Shanghai,Weinstein Company,Period Drama,104,R,,9199466
Beyond the Reach,Roadside Attractions,Drama,91,R,,
Lost River,Warner Bros.,Drama,95,R,,
Mr. X,FIP,Foreign,125,Unrated,,5016392
The Salvation,IFC,Western,90,R,,
River of Fundament,International Film Circuit,Drama,319,Unrated,,
Madame Bovary (1991),Samuel Goldwyn,Foreign,143,PG-13,,
Charlie's Country,Monument Releasing,Foreign,108,Unrated,,
Breathe,Film Movement,Drama,91,Unrated,,
Pearl Button,Kino Lorber,Documentary,82,Unrated,,
